186	600010	包钢股份	1.12	股吧 行情 档案 资讯	钢铁	包头市	0.16	-0.01	1.15	-0.62	455.85	316.77	354.78
187	600009	上海机场	75.30	股吧 行情 档案 资讯	交通运输	上海市	0.47	0.04	16.65	0.25	19.27	10.93	823.39
188	600004	白云机场	15.62	股吧 行情 档案 资讯	交通运输	广州市	0.11	-0.03	8.00	-0.38	20.69	20.69	323.23
189	600000	浦发银行	11.19	股吧 行情 档案 资讯	金融	上海市	0.84	0.56	17.56	3.07	293.52	281.04	3144.81
190	300628	亿联网络	69.56	股吧 行情 档案 资讯		厦门市	0.12	0.61	7.95	7.99	8.99	4.78	332.69
191	300601	康泰生物	158.00	股吧 行情 档案 资讯	医药生物	深圳市	0.34	0.00	4.32	0.09	6.72	3.64	575.13
192	300498	温氏股份	22.72	股吧 行情 档案 资讯	农林牧渔	云浮市	0.65	0.36	8.85	4.11	63.74	48.45	1100.67
193	300433	蓝思科技	27.91	股吧 行情 档案 资讯	电子设备	长沙市	0.25	0.20	5.57	3.78	43.84	43.69	1219.43
194	300413	芒果超媒	61.60	股吧 行情 档案 资讯	商贸零售	长沙市	0.28	0.27	5.20	5.32	17.80	9.31	573.72
195	300408	三环集团	26.70	股吧 行情 档案 资讯	电子设备	潮州市	0.18	0.11	4.45	2.42	17.38	16.56	442.13
196	300347	泰格医药	96.56	股吧 行情 档案 资讯	医药生物	杭州市	0.33	0.34	6.03	5.83	7.49	5.41	522.28
197	300144	宋城演艺	18.80	股吧 行情 档案 资讯	餐饮旅游	杭州市	0.18	0.03	6.61	0.52	26.15	22.09	415.24
198	300142	沃森生物	52.97	股吧 行情 档案 资讯	医药生物	昆明市	0.53	-0.01	3.14	-0.37	15.37	14.54	770.45
199	300136	信维通信	53.19	股吧 行情 档案 资讯	电子设备	深圳市	0.27	0.06	4.94	1.32	9.69	8.12	431.68
200	300124	汇川技术	37.77	股吧 行情 档案 资讯	电气设备	深圳市	0.25	0.10	5.13	1.97	17.20	13.81	521.77
201	300122	智飞生物	97.37	股吧 行情 档案 资讯	医药生物	重庆市	0.40	0.32	3.91	8.60	16.00	8.76	852.74
202	300059	东方财富	22.80	股吧 行情 档案 资讯	文化传媒	上海市	0.92	0.13	3.29	3.93	80.59	65.45	1492.28
203	300033	同花顺	158.01	股吧 行情 档案 资讯	信息技术	杭州市	0.20	0.24	6.82	3.31	5.38	2.69	424.87
204	300015	爱尔眼科	43.25	股吧 行情 档案 资讯	医药生物	长沙市	0.55	0.03	2.16	1.20	40.27	34.16	1477.62
